Dates;Category;Customer
09.03.2018 10:00;SPAM;HOUSE OF MINISTRIES
09.03.2018 7:45;INTERNAL OFFENER;SUPREME COURT
09.03.2018 7:45;INTERNAL OFFENER;SUPREME COURT
09.03.2018 7:45;INTERNAL OFFENER;SUPREME COURT
09.03.2018 3:02;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
08.03.2018 21:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
08.03.2018 21:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
08.03.2018 21:00;DDOS;E-GOV DATA CENTER
08.03.2018 19:16;PHISHING;AKIMAT OF THE NUR-SULTAN
08.03.2018 18:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
08.03.2018 18:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
08.03.2018 17:30;INTERNAL OFFENER;SUPREME COURT
08.03.2018 16:45;DDOS;OFFICE OF THE PRIME-MINISTER
08.03.2018 16:39;NETWORK ATTACK;PARLIAMENT
08.03.2018 12:00;RANSOMWARE;PARLIAMENT
08.03.2018 11:30;DDOS;HOUSE OF MINISTRIES
08.03.2018 11:10;MALWARE;MINISTRY OF DEFENCE
08.03.2018 11:10;NETWORK ATTACK;MINISTRY OF DEFENCE
08.03.2018 10:45;SPAM;SUPREME COURT
08.03.2018 10:30;INTERNAL OFFENER;SUPREME COURT
08.03.2018 7:59;SPAM;PARLIAMENT
08.03.2018 4:16;SPAM;AKIMAT OF THE NUR-SULTAN
08.03.2018 4:16;SPAM;AKIMAT OF THE NUR-SULTAN
08.03.2018 4:15;SPAM;AKIMAT OF THE NUR-SULTAN
08.03.2018 4:15;SPAM;AKIMAT OF THE NUR-SULTAN
08.03.2018 3:00;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
08.03.2018 0:01;INTERNAL OFFENER;AKIMAT OF THE NUR-SULTAN
08.03.2018 0:01;RANSOMWARE;POLICE DEPARTMENT
07.03.2018 22:45;SPAM;AKIMAT OF THE NUR-SULTAN
07.03.2018 22:00;DDOS;HOUSE OF MINISTRIES
07.03.2018 20:54;UNAUTHORIZED ACCESS;PARLIAMENT
07.03.2018 20:30;PHISHING;OFFICE OF THE PRIME-MINISTER
07.03.2018 18:16;PHISHING;HOUSE OF MINISTRIES
07.03.2018 17:10;PHISHING;SUPREME COURT
07.03.2018 16:30;INTERNAL OFFENER;SUPREME COURT
07.03.2018 11:48;SPAM;OFFICE OF THE PRESIDENT
07.03.2018 9:48;PHISHING;E-GOV DATA CENTER
07.03.2018 8:30;SPAM;OFFICE OF THE PRIME-MINISTER
07.03.2018 3:25;SPAM;AKIMAT OF THE NUR-SULTAN
07.03.2018 3:06;SPAM;AKIMAT OF THE NUR-SULTAN
07.03.2018 2:25;MALWARE;HOUSE OF MINISTRIES
07.03.2018 1:02;MALWARE;POLICE DEPARTMENT
06.03.2018 23:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
06.03.2018 22:52;SPAM;AKIMAT OF THE NUR-SULTAN
06.03.2018 18:27;SPAM;POLICE DEPARTMENT
06.03.2018 15:36;DDOS;AKIMAT OF THE NUR-SULTAN
06.03.2018 13:54;SPAM;SUPREME COURT
06.03.2018 13:00;DDOS;OFFICE OF THE PRESIDENT
06.03.2018 10:04;PHISHING;OFFICE OF THE PRESIDENT
06.03.2018 8:45;INTERNAL OFFENER;SUPREME COURT
06.03.2018 5:45;INTERNAL OFFENER;SUPREME COURT
05.03.2018 21:45;INTERNAL OFFENER;SUPREME COURT
05.03.2018 18:50;PHISHING;POLICE DEPARTMENT
05.03.2018 17:02;PHISHING;PARLIAMENT
05.03.2018 16:16;SPAM;HOUSE OF MINISTRIES
05.03.2018 12:50;SPAM;SUPREME COURT
05.03.2018 12:00;SPAM;AKIMAT OF THE NUR-SULTAN
05.03.2018 9:10;SPAM;OFFICE OF THE PRIME-MINISTER
05.03.2018 4:25;MALWARE;HOUSE OF MINISTRIES
05.03.2018 2:04;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
26.02.2018 20:03;PHISHING;AKIMAT OF THE NUR-SULTAN
26.02.2018 19:28;SECURITY SYSTEM FAULT;SUPREME COURT
26.02.2018 15:14;SPAM;HOUSE OF MINISTRIES
26.02.2018 15:10;PHISHING;PARLIAMENT
26.02.2018 15:00;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
26.02.2018 14:00;MALWARE;AKIMAT OF THE NUR-SULTAN
26.02.2018 12:55;SPAM;AKIMAT OF THE NUR-SULTAN
26.02.2018 12:45;PHISHING;POLICE DEPARTMENT
26.02.2018 11:33;SPAM;E-GOV DATA CENTER
26.02.2018 7:35;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
26.02.2018 7:08;SECURITY SYSTEM FAULT;SUPREME COURT
26.02.2018 7:00;SPAM;MINISTRY OF DEFENCE
26.02.2018 6:30;SPAM;POLICE DEPARTMENT
26.02.2018 2:26;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
26.02.2018 0:25;UNAUTHORIZED ACCESS;PARLIAMENT
25.02.2018 22:45;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
25.02.2018 21:55;DDOS;AKIMAT OF THE NUR-SULTAN
25.02.2018 20:09;PHISHING;AKIMAT OF THE NUR-SULTAN
25.02.2018 11:25;PHISHING;E-GOV DATA CENTER
25.02.2018 9:41;BOTNET;MINISTRY OF DEFENCE
25.02.2018 9:41;SPAM;MINISTRY OF DEFENCE
25.02.2018 8:19;BOTNET;MINISTRY OF DEFENCE
25.02.2018 8:19;SPAM;MINISTRY OF DEFENCE
25.02.2018 4:52;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
25.02.2018 4:52;BOTNET;E-GOV DATA CENTER
25.02.2018 3:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 3:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 2:09;SPAM;POLICE DEPARTMENT
25.02.2018 1:27;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
25.02.2018 1:11;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
25.02.2018 1:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 1:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 0:26;MALWARE;SUPREME COURT
25.02.2018 0:25;NETWORK ATTACK;POLICE DEPARTMENT
25.02.2018 0:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 0:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2018 0:07;MALWARE;MINISTRY OF DEFENCE
24.02.2018 23:54;MALWARE;PARLIAMENT
24.02.2018 23:15;WEBSITE UNAVAILABILITY;SUPREME COURT
24.02.2018 23:15;WEBSITE UNAVAILABILITY;SUPREME COURT
24.02.2018 21:59;MALWARE;HOUSE OF MINISTRIES
24.02.2018 21:36;MALWARE;AKIMAT OF THE NUR-SULTAN
24.02.2018 20:30;SECURITY SYSTEM FAULT;OFFICE OF THE PRESIDENT
24.02.2018 19:50;PHISHING;E-GOV DATA CENTER
24.02.2018 19:30;PHISHING;SUPREME COURT
24.02.2018 18:45;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
24.02.2018 18:00;DDOS;E-GOV DATA CENTER
24.02.2018 17:50;PHISHING;SUPREME COURT
24.02.2018 17:20;UNAUTHORIZED ACCESS;PARLIAMENT
24.02.2018 14:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRESIDENT
24.02.2018 13:56;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
24.02.2018 13:00;PHISHING;AKIMAT OF THE NUR-SULTAN
24.02.2018 10:30;PHISHING;E-GOV DATA CENTER
24.02.2018 8:00;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
24.02.2018 6:25;PHISHING;AKIMAT OF THE NUR-SULTAN
24.02.2018 0:15;DDOS;HOUSE OF MINISTRIES
23.02.2018 23:00;BOTNET;AKIMAT OF THE NUR-SULTAN
23.02.2018 22:30;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 22:30;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 21:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 21:01;DDOS;MINISTRY OF DEFENCE
23.02.2018 19:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 19:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 19:20;DDOS;POLICE DEPARTMENT
23.02.2018 18:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
23.02.2018 16:26;NETWORK ATTACK;POLICE DEPARTMENT
23.02.2018 15:58;PHISHING;AKIMAT OF THE NUR-SULTAN
23.02.2018 15:25;NETWORK ATTACK;POLICE DEPARTMENT
23.02.2018 12:50;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
23.02.2018 10:45;INTERNAL OFFENER;PARLIAMENT
23.02.2018 10:45;INTERNAL OFFENER;PARLIAMENT
23.02.2018 9:30;INTERNAL OFFENER;SUPREME COURT
23.02.2018 9:15;INTERNAL OFFENER;SUPREME COURT
23.02.2018 5:43;SPAM;PARLIAMENT
23.02.2018 4:20;DDOS;E-GOV DATA CENTER
22.02.2018 23:15;PHISHING;HOUSE OF MINISTRIES
22.02.2018 21:56;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
22.02.2018 20:44;SPAM;OFFICE OF THE PRESIDENT
22.02.2018 20:00;PHISHING;MINISTRY OF DEFENCE
22.02.2018 18:40;PHISHING;AKIMAT OF THE NUR-SULTAN
22.02.2018 18:00;RANSOMWARE;OFFICE OF THE PRIME-MINISTER
22.02.2018 17:30;MALWARE;AKIMAT OF THE NUR-SULTAN
22.02.2018 16:36;PHISHING;POLICE DEPARTMENT
22.02.2018 15:15;SPAM;AKIMAT OF THE NUR-SULTAN
22.02.2018 14:42;PHISHING;AKIMAT OF THE NUR-SULTAN
22.02.2018 13:59;PHISHING;AKIMAT OF THE NUR-SULTAN
22.02.2018 9:15;BOTNET;E-GOV DATA CENTER
22.02.2018 8:10;SPAM;POLICE DEPARTMENT
22.02.2018 8:00;INTERNAL OFFENER;PARLIAMENT
22.02.2018 7:51;BOTNET;E-GOV DATA CENTER
22.02.2018 7:51;SPAM;E-GOV DATA CENTER
22.02.2018 6:42;SPAM;MINISTRY OF DEFENCE
22.02.2018 6:42;BOTNET;MINISTRY OF DEFENCE
22.02.2018 2:13;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
22.02.2018 2:03;UNAUTHORIZED ACCESS;PARLIAMENT
21.02.2018 22:20;MALWARE;MINISTRY OF DEFENCE
21.02.2018 21:39;BOTNET;MINISTRY OF DEFENCE
21.02.2018 13:45;PHISHING;OFFICE OF THE PRIME-MINISTER
21.02.2018 13:37;UNAUTHORIZED ACCESS;PARLIAMENT
21.02.2018 11:46;PHISHING;POLICE DEPARTMENT
21.02.2018 9:46;SPAM;SUPREME COURT
21.02.2018 8:30;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
21.02.2018 8:00;PHISHING;SUPREME COURT
21.02.2018 6:08;BOTNET;MINISTRY OF DEFENCE
21.02.2018 6:08;SPAM;MINISTRY OF DEFENCE
21.02.2018 2:30;DDOS;HOUSE OF MINISTRIES
21.02.2018 1:50;INTERNAL OFFENER;HOUSE OF MINISTRIES
21.02.2018 1:20;MALWARE;MINISTRY OF DEFENCE
20.02.2018 20:54;PHISHING;HOUSE OF MINISTRIES
20.02.2018 18:20;BOTNET;AKIMAT OF THE NUR-SULTAN
20.02.2018 16:30;RANSOMWARE;MINISTRY OF DIGITAL DEVELOPMENT
20.02.2018 13:15;SPAM;OFFICE OF THE PRIME-MINISTER
20.02.2018 9:45;PHISHING;OFFICE OF THE PRESIDENT
20.02.2018 9:00;DDOS;AKIMAT OF THE NUR-SULTAN
20.02.2018 9:00;DDOS;AKIMAT OF THE NUR-SULTAN
20.02.2018 6:39;SPAM;MINISTRY OF DEFENCE
20.02.2018 6:39;BOTNET;MINISTRY OF DEFENCE
20.02.2018 6:22;SPAM;MINISTRY OF DEFENCE
20.02.2018 6:22;BOTNET;MINISTRY OF DEFENCE
20.02.2018 6:22;SPAM;MINISTRY OF DEFENCE
20.02.2018 3:06;PHISHING;HOUSE OF MINISTRIES
20.02.2018 2:39;MALWARE;E-GOV DATA CENTER
12.02.2018 22:35;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
12.02.2018 22:00;INTERNAL OFFENER;SUPREME COURT
12.02.2018 21:40;DDOS;HOUSE OF MINISTRIES
12.02.2018 20:10;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
12.02.2018 19:45;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
12.02.2018 17:00;SPAM;HOUSE OF MINISTRIES
12.02.2018 16:58;PHISHING;HOUSE OF MINISTRIES
12.02.2018 15:05;PHISHING;AKIMAT OF THE NUR-SULTAN
12.02.2018 14:10;SPAM;E-GOV DATA CENTER
12.02.2018 13:00;SPAM;AKIMAT OF THE NUR-SULTAN
12.02.2018 11:00;PHISHING;PARLIAMENT
12.02.2018 10:25;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
12.02.2018 9:00;INTERNAL OFFENER;PARLIAMENT
12.02.2018 8:15;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
12.02.2018 5:18;RANSOMWARE;POLICE DEPARTMENT
12.02.2018 4:55;UNAUTHORIZED ACCESS;PARLIAMENT
12.02.2018 1:05;BOTNET;AKIMAT OF THE NUR-SULTAN
12.02.2018 0:30;DDOS;AKIMAT OF THE NUR-SULTAN
11.02.2018 21:30;DDOS;POLICE DEPARTMENT
11.02.2018 20:20;SPAM;POLICE DEPARTMENT
11.02.2018 19:30;DDOS;PARLIAMENT
11.02.2018 17:21;DDOS;AKIMAT OF THE NUR-SULTAN
11.02.2018 17:16;INTERNAL OFFENER;HOUSE OF MINISTRIES
11.02.2018 16:50;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
11.02.2018 16:28;INTERNAL OFFENER;HOUSE OF MINISTRIES
11.02.2018 10:40;DDOS;E-GOV DATA CENTER
11.02.2018 6:25;BOTNET;HOUSE OF MINISTRIES
11.02.2018 6:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
11.02.2018 6:24;SPAM;AKIMAT OF THE NUR-SULTAN
11.02.2018 6:24;BOTNET;AKIMAT OF THE NUR-SULTAN
11.02.2018 5:19;DDOS;POLICE DEPARTMENT
11.02.2018 3:37;NETWORK ATTACK;SUPREME COURT
11.02.2018 3:28;UNAUTHORIZED ACCESS;PARLIAMENT
11.02.2018 2:40;MALWARE;OFFICE OF THE PRIME-MINISTER
10.02.2018 23:49;UNAUTHORIZED ACCESS;PARLIAMENT
10.02.2018 22:45;INTERNAL OFFENER;SUPREME COURT
10.02.2018 19:44;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
10.02.2018 18:15;DDOS;AKIMAT OF THE NUR-SULTAN
10.02.2018 18:00;INTERNAL OFFENER;SUPREME COURT
10.02.2018 14:00;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
10.02.2018 13:39;PHISHING;POLICE DEPARTMENT
10.02.2018 13:39;SPAM;POLICE DEPARTMENT
10.02.2018 10:00;DDOS;POLICE DEPARTMENT
10.02.2018 9:30;PHISHING;POLICE DEPARTMENT
10.02.2018 9:00;INTERNAL OFFENER;SUPREME COURT
10.02.2018 7:30;INTERNAL OFFENER;SUPREME COURT
10.02.2018 4:26;PHISHING;SUPREME COURT
10.02.2018 3:51;MALWARE;HOUSE OF MINISTRIES
10.02.2018 1:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
10.02.2018 0:49;PHISHING;E-GOV DATA CENTER
10.02.2018 0:17;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
09.02.2018 22:45;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 22:45;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 21:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 21:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 19:20;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 19:20;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
09.02.2018 18:08;PHISHING;SUPREME COURT
09.02.2018 17:40;PHISHING;POLICE DEPARTMENT
09.02.2018 17:15;MALWARE;E-GOV DATA CENTER
09.02.2018 16:20;NETWORK ATTACK;OFFICE OF THE PRESIDENT
09.02.2018 13:35;BOTNET;HOUSE OF MINISTRIES
09.02.2018 13:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.02.2018 1:39;DDOS;HOUSE OF MINISTRIES
08.02.2018 21:00;BOTNET;AKIMAT OF THE NUR-SULTAN
08.02.2018 20:12;SPAM;AKIMAT OF THE NUR-SULTAN
08.02.2018 19:28;BOTNET;HOUSE OF MINISTRIES
08.02.2018 16:15;PHISHING;AKIMAT OF THE NUR-SULTAN
08.02.2018 14:25;NETWORK ATTACK;MINISTRY OF DEFENCE
08.02.2018 14:02;MALWARE;HOUSE OF MINISTRIES
08.02.2018 13:45;PHISHING;AKIMAT OF THE NUR-SULTAN
08.02.2018 13:15;SPAM;AKIMAT OF THE NUR-SULTAN
08.02.2018 13:15;BOTNET;E-GOV DATA CENTER
08.02.2018 13:07;SPAM;PARLIAMENT
08.02.2018 11:40;PHISHING;AKIMAT OF THE NUR-SULTAN
08.02.2018 6:19;SPAM;AKIMAT OF THE NUR-SULTAN
08.02.2018 6:19;SPAM;AKIMAT OF THE NUR-SULTAN
08.02.2018 6:19;BOTNET;AKIMAT OF THE NUR-SULTAN
08.02.2018 5:07;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
08.02.2018 2:35;MALWARE;MINISTRY OF DEFENCE
08.02.2018 2:30;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
08.02.2018 2:23;UNAUTHORIZED ACCESS;PARLIAMENT
07.02.2018 23:30;SPAM;POLICE DEPARTMENT
07.02.2018 23:10;MALWARE;POLICE DEPARTMENT
07.02.2018 22:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
07.02.2018 22:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
07.02.2018 20:05;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
07.02.2018 19:15;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
07.02.2018 19:00;PHISHING;POLICE DEPARTMENT
07.02.2018 17:37;PHISHING;PARLIAMENT
07.02.2018 17:37;PHISHING;PARLIAMENT
07.02.2018 12:25;PHISHING;PARLIAMENT
07.02.2018 12:00;BOTNET;MINISTRY OF DEFENCE
07.02.2018 6:20;SPAM;MINISTRY OF DEFENCE
07.02.2018 6:20;BOTNET;MINISTRY OF DEFENCE
07.02.2018 5:53;SPAM;MINISTRY OF DEFENCE
07.02.2018 5:53;BOTNET;MINISTRY OF DEFENCE
07.02.2018 1:30;DDOS;E-GOV DATA CENTER
06.02.2018 21:11;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
06.02.2018 20:44;MALWARE;AKIMAT OF THE NUR-SULTAN
06.02.2018 18:26;PHISHING;HOUSE OF MINISTRIES
06.02.2018 15:45;PHISHING;POLICE DEPARTMENT
06.02.2018 15:45;NETWORK ATTACK;HOUSE OF MINISTRIES
06.02.2018 12:11;SPAM;HOUSE OF MINISTRIES
06.02.2018 11:54;SPAM;HOUSE OF MINISTRIES
06.02.2018 10:57;SPAM;POLICE DEPARTMENT
06.02.2018 10:18;PHISHING;HOUSE OF MINISTRIES
06.02.2018 10:00;INTERNAL OFFENER;PARLIAMENT
06.02.2018 7:52;SPAM;MINISTRY OF DEFENCE
06.02.2018 7:52;BOTNET;MINISTRY OF DEFENCE
06.02.2018 6:28;SPAM;MINISTRY OF DEFENCE
06.02.2018 6:28;BOTNET;MINISTRY OF DEFENCE
06.02.2018 5:41;BOTNET;MINISTRY OF DEFENCE
06.02.2018 5:41;SPAM;MINISTRY OF DEFENCE
06.02.2018 5:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
06.02.2018 5:10;BOTNET;HOUSE OF MINISTRIES
06.02.2018 2:40;BOTNET;POLICE DEPARTMENT
06.02.2018 1:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
29.01.2018 22:08;UNAUTHORIZED ACCESS;PARLIAMENT
29.01.2018 21:00;PHISHING;OFFICE OF THE PRESIDENT
29.01.2018 19:36;PHISHING;HOUSE OF MINISTRIES
29.01.2018 18:18;PHISHING;AKIMAT OF THE NUR-SULTAN
29.01.2018 14:35;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
29.01.2018 14:35;BOTNET;AKIMAT OF THE NUR-SULTAN
29.01.2018 13:12;PHISHING;OFFICE OF THE PRESIDENT
29.01.2018 11:55;SPAM;HOUSE OF MINISTRIES
29.01.2018 9:29;MALWARE;AKIMAT OF THE NUR-SULTAN
29.01.2018 9:04;PHISHING;AKIMAT OF THE NUR-SULTAN
29.01.2018 8:15;SPAM;AKIMAT OF THE NUR-SULTAN
29.01.2018 2:54;BOTNET;AKIMAT OF THE NUR-SULTAN
29.01.2018 2:36;PHISHING;OFFICE OF THE PRESIDENT
29.01.2018 2:36;PHISHING;OFFICE OF THE PRESIDENT
29.01.2018 0:20;UNAUTHORIZED ACCESS;SUPREME COURT
28.01.2018 23:11;MALWARE;MINISTRY OF DEFENCE
28.01.2018 21:47;UNAUTHORIZED ACCESS;PARLIAMENT
28.01.2018 20:55;SPAM;E-GOV DATA CENTER
28.01.2018 19:40;MALWARE;AKIMAT OF THE NUR-SULTAN
28.01.2018 18:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
28.01.2018 18:00;RANSOMWARE;POLICE DEPARTMENT
28.01.2018 17:58;SPAM;AKIMAT OF THE NUR-SULTAN
28.01.2018 15:09;BOTNET;PARLIAMENT
28.01.2018 15:00;INTERNAL OFFENER;SUPREME COURT
28.01.2018 11:00;INTERNAL OFFENER;SUPREME COURT
28.01.2018 10:11;BOTNET;AKIMAT OF THE NUR-SULTAN
28.01.2018 6:35;BOTNET;AKIMAT OF THE NUR-SULTAN
28.01.2018 6:35;SPAM;AKIMAT OF THE NUR-SULTAN
28.01.2018 6:23;SPAM;MINISTRY OF DEFENCE
28.01.2018 6:23;BOTNET;MINISTRY OF DEFENCE
28.01.2018 3:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
28.01.2018 3:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
28.01.2018 2:30;DDOS;POLICE DEPARTMENT
28.01.2018 1:29;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
28.01.2018 1:29;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
28.01.2018 0:51;MALWARE;HOUSE OF MINISTRIES
28.01.2018 0:35;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
28.01.2018 0:35;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
27.01.2018 23:50;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
27.01.2018 23:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
27.01.2018 23:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
27.01.2018 23:45;PHISHING;POLICE DEPARTMENT
27.01.2018 23:19;UNAUTHORIZED ACCESS;PARLIAMENT
27.01.2018 21:09;SPAM;HOUSE OF MINISTRIES
27.01.2018 17:06;PHISHING;POLICE DEPARTMENT
27.01.2018 15:10;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
27.01.2018 14:43;PHISHING;HOUSE OF MINISTRIES
27.01.2018 10:00;PHISHING;OFFICE OF THE PRESIDENT
27.01.2018 4:00;SPAM;POLICE DEPARTMENT
27.01.2018 4:00;BOTNET;POLICE DEPARTMENT
26.01.2018 23:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.01.2018 23:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.01.2018 23:08;NETWORK ATTACK;PARLIAMENT
26.01.2018 22:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.01.2018 22:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.01.2018 20:18;PHISHING;AKIMAT OF THE NUR-SULTAN
26.01.2018 19:45;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
26.01.2018 19:25;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
26.01.2018 19:25;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
26.01.2018 18:45;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
26.01.2018 18:45;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
26.01.2018 16:32;SPAM;AKIMAT OF THE NUR-SULTAN
26.01.2018 16:21;SPAM;SUPREME COURT
26.01.2018 16:06;PHISHING;E-GOV DATA CENTER
26.01.2018 13:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
26.01.2018 13:00;SPAM;OFFICE OF THE PRIME-MINISTER
26.01.2018 9:53;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
26.01.2018 2:00;DDOS;OFFICE OF THE PRIME-MINISTER
25.01.2018 20:43;MALWARE;PARLIAMENT
25.01.2018 20:43;BOTNET;PARLIAMENT
25.01.2018 19:05;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
25.01.2018 19:05;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
25.01.2018 18:50;SPAM;AKIMAT OF THE NUR-SULTAN
25.01.2018 17:15;BOTNET;HOUSE OF MINISTRIES
25.01.2018 17:15;SPAM;HOUSE OF MINISTRIES
25.01.2018 17:15;BOTNET;HOUSE OF MINISTRIES
25.01.2018 16:59;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
25.01.2018 12:00;INTERNAL OFFENER;PARLIAMENT
25.01.2018 10:30;INTERNAL OFFENER;SUPREME COURT
25.01.2018 9:08;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
25.01.2018 8:30;NETWORK ATTACK;MINISTRY OF DIGITAL DEVELOPMENT
25.01.2018 8:25;PHISHING;HOUSE OF MINISTRIES
25.01.2018 6:18;BOTNET;MINISTRY OF DEFENCE
25.01.2018 6:18;SPAM;MINISTRY OF DEFENCE
25.01.2018 5:46;BOTNET;AKIMAT OF THE NUR-SULTAN
25.01.2018 5:46;SPAM;AKIMAT OF THE NUR-SULTAN
25.01.2018 4:07;SPAM;PARLIAMENT
25.01.2018 3:45;PHISHING;HOUSE OF MINISTRIES
25.01.2018 0:56;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
25.01.2018 0:56;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
25.01.2018 0:24;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
24.01.2018 20:00;INTERNAL OFFENER;HOUSE OF MINISTRIES
24.01.2018 19:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
24.01.2018 18:50;MALWARE;OFFICE OF THE PRIME-MINISTER
24.01.2018 18:41;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
24.01.2018 18:11;BOTNET;PARLIAMENT
24.01.2018 18:11;MALWARE;PARLIAMENT
24.01.2018 15:05;PHISHING;HOUSE OF MINISTRIES
24.01.2018 15:03;BOTNET;POLICE DEPARTMENT
24.01.2018 13:00;SPAM;OFFICE OF THE PRESIDENT
